5.608177661132813228e+02,4.433472484691723139e+02,3.237503759765625091e+02,3.068123174544867879e+02,4.910650268554687727e+02,1.268819491152731871e+02,4.495585546875000205e+02,7.932059951975375611e+01,6.686314245605468614e+02,3.776075432854730138e+02,2.393669140625000296e+02,2.095564555596867820e+02,5.082007873535156364e+02,6.807767552255795351e+01,3.661921350097656500e+02,2.437632983243918261e+01
4.970645306396484671e+02,4.639359975453969582e+02,4.069829736328125591e+02,3.131057980038704045e+02,4.966396545410156591e+02,1.903581607641763469e+02,4.513586840820312318e+02,1.373832799211333224e+02,5.937231188964843795e+02,3.904535862278294189e+02,3.286000292968750500e+02,2.276107006947928539e+02,5.077873718261718636e+02,1.157770705065190526e+02,3.602058129882812523e+02,6.556054223941852399e+01
4.948932257080078330e+02,4.639359975453969582e+02,4.095318212890625205e+02,3.106427500313574797e+02,4.966396545410156591e+02,1.920758452762831325e+02,4.465922631835937295e+02,1.379170091846321213e+02,5.932727612304687455e+02,3.840979934279983468e+02,3.294080029296875409e+02,2.248265912817158778e+02,5.077873718261718636e+02,1.160423656741514975e+02,3.519909106445312545e+02,6.556054223941852399e+01
4.941283746337890648e+02,4.577202735694679063e+02,4.105866064453125546e+02,3.106427500313574797e+02,4.966396545410156591e+02,1.930594741113928023e+02,4.392293457031249773e+02,1.382176150551325122e+02,5.923478491210937591e+02,3.739473190720017328e+02,3.294080029296875409e+02,2.248265912817158778e+02,5.076992614746093864e+02,1.160423656741514975e+02,3.440386035156250273e+02,6.556054223941852399e+01
4.936706738281250182e+02,4.479386058910473025e+02,4.106840185546875546e+02,3.106427500313574797e+02,4.945366516113281250e+02,1.937496895695364287e+02,4.297184448242187500e+02,1.385010113293611766e+02,5.923478491210937591e+02,3.624104690139358240e+02,3.294080029296875409e+02,2.248265912817158778e+02,5.015920166015625341e+02,1.157770705065190526e+02,3.350569982910156455e+02,6.472985762584059444e+01
4.904687738037109739e+02,4.385532332136824607e+02,4.116536962890625659e+02,3.119225553460077549e+02,4.904225463867187500e+02,1.941782655021212918e+02,4.230272998046875159e+02,1.390983987156348860e+02,5.923478491210937591e+02,3.545985074429898987e+02,3.257060009765625068e+02,2.262134626196065028e+02,4.971741394042969091e+02,1.151903536967094368e+02,3.295748535156250227e+02,6.472985762584059444e+01
4.832492382812500296e+02,4.274597860800253670e+02,4.121681689453125159e+02,3.221661556138904530e+02,4.810174804687500227e+02,1.946206943941432144e+02,4.157655981445312818e+02,1.390983987156348860e+02,5.878101123046875500e+02,3.496632977459881886e+02,3.243512890625000296e+02,2.301808830051247128e+02,4.909564270019531591e+02,1.144298564582471158e+02,3.249126403808593864e+02,6.446119670626484321e+01
4.828194866943359784e+02,4.199162459089949380e+02,4.121681689453125159e+02,3.296898109366040330e+02,4.737039367675781136e+02,1.977089285945260997e+02,4.116272534179687455e+02,1.392020966735067304e+02,5.877960729980469523e+02,3.400619140625000227e+02,3.230949121093750591e+02,2.339767313266019073e+02,4.845093200683593864e+02,1.144298564582471158e+02,3.243492504882812568e+02,6.472985762584059444e+01
4.763489190673828375e+02,4.158924791490709936e+02,4.145690185546875455e+02,3.441637231669294579e+02,4.629040466308593977e+02,1.984266575693294783e+02,4.116272534179687455e+02,1.398402076431467549e+02,5.840798620605469296e+02,3.400619140625000227e+02,3.257060009765625068e+02,2.470591951422734951e+02,4.764999572753906136e+02,1.145611297405318822e+02,3.243492504882812568e+02,6.729280109646954600e+01
4.622823748779297262e+02,4.180958819415118342e+02,4.246627587890625364e+02,3.625533245681622816e+02,4.535279022216797102e+02,2.069616335433050551e+02,4.179776879882812750e+02,1.520025480246242182e+02,5.675984277343750364e+02,3.569033684807855025e+02,3.333519628906250318e+02,2.611749852731687156e+02,4.764999572753906136e+02,1.279751372684706183e+02,3.430948425292968977e+02,7.782357903975474755e+01
