1208.5,2437.1,1346.6,1318.8
1454.9,-195.2,105.52,848.67
659.55,-312.38,3178,40.841
50.612,145.45,809.16,150.49
-596.09,661.8,-779.5,58.899
100.94,-246.69,3181.4,315.73
2033,2447,1305.7,1510.5
680.73,327.16,312.85,384.99
-0.9548,1.4995,1.5181,-0.20397
1.5629,2.385,1.4643,2.1993
0.57072,0.9576,0.53462,0.38891
