1000, 0.01817, 0.005
2000, 0.00825, 0.005
3000, 0.00669, 0.005
4000, 0.00601, 0.005
5000, 0.00558, 0.005
6000, 0.00546, 0.005
7000, 0.00501, 0.005
8000, 0.00444, 0.005
9000, 0.00408, 0.005
10000, 0.00404, 0.005
11000, 0.00567, 0.02
12000, 0.00499, 0.02
13000, 0.00453, 0.02
14000, 0.00396, 0.02
15000, 0.00398, 0.02
16000, 0.00377, 0.02
17000, 0.00386, 0.02
18000, 0.00343, 0.02
19000, 0.00331, 0.02
20000, 0.00332, 0.02
21000, 0.00326, 0.02
22000, 0.00323, 0.02
23000, 0.00328, 0.02
24000, 0.00312, 0.02
25000, 0.00307, 0.02
26000, 0.00301, 0.02
27000, 0.00282, 0.02
28000, 0.00295, 0.02
29000, 0.00276, 0.02
30000, 0.00266, 0.02
31000, 0.00289, 0.02
32000, 0.00283, 0.02
33000, 0.00286, 0.02
34000, 0.00269, 0.02
35000, 0.00260, 0.02
36000, 0.00268, 0.02
37000, 0.00277, 0.02
38000, 0.00298, 0.02
39000, 0.00267, 0.02
40000, 0.00247, 0.02
41000, 0.00246, 0.02
42000, 0.00255, 0.02
43000, 0.00247, 0.02
44000, 0.00244, 0.02
45000, 0.00251, 0.02
46000, 0.00246, 0.02
47000, 0.00243, 0.02
48000, 0.00244, 0.02
49000, 0.00244, 0.02
50000, 0.00244, 0.02
51000, 0.00231, 0.02
52000, 0.00233, 0.02
53000, 0.00234, 0.02
54000, 0.00232, 0.02
55000, 0.00233, 0.02
56000, 0.00251, 0.02
57000, 0.00228, 0.02
58000, 0.00230, 0.02
59000, 0.00230, 0.02
60000, 0.00228, 0.02
61000, 0.00222, 0.02
62000, 0.00213, 0.02
63000, 0.00224, 0.02
64000, 0.00218, 0.02
65000, 0.00221, 0.02
66000, 0.00228, 0.02
67000, 0.00217, 0.02
68000, 0.00217, 0.02
69000, 0.00228, 0.02
70000, 0.00211, 0.02
71000, 0.00208, 0.02
72000, 0.00213, 0.02
73000, 0.00216, 0.02
74000, 0.00208, 0.02
75000, 0.00211, 0.02
76000, 0.00196, 0.02
77000, 0.00202, 0.02
78000, 0.00206, 0.02
79000, 0.00209, 0.02
80000, 0.00207, 0.02
81000, 0.00205, 0.02
82000, 0.00216, 0.02
83000, 0.00199, 0.02
84000, 0.00202, 0.02
85000, 0.00211, 0.02
86000, 0.00199, 0.02
87000, 0.00201, 0.02
88000, 0.00201, 0.02
89000, 0.00210, 0.02
90000, 0.00204, 0.02
91000, 0.00202, 0.02
92000, 0.00199, 0.02
93000, 0.00199, 0.02
94000, 0.00190, 0.02
95000, 0.00190, 0.02
96000, 0.00192, 0.02
97000, 0.00185, 0.02
98000, 0.00194, 0.02
99000, 0.00194, 0.02
100000, 0.00187, 0.02
