0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.055999999999999872e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.706000000000000227e+01
2.210000000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.210000000000000142e+01 0.000000000000000000e+00 3.055999999999999872e+01
2.210000000000000142e+01 0.000000000000000000e+00 5.706000000000000227e+01
4.420000000000000284e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.420000000000000284e+01 0.000000000000000000e+00 3.055999999999999872e+01
4.420000000000000284e+01 0.000000000000000000e+00 5.706000000000000227e+01
6.630000000000001137e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.630000000000001137e+01 0.000000000000000000e+00 3.055999999999999872e+01
6.630000000000001137e+01 0.000000000000000000e+00 5.706000000000000227e+01
8.840000000000000568e+01 0.000000000000000000e+00 0.000000000000000000e+00
8.840000000000000568e+01 0.000000000000000000e+00 3.055999999999999872e+01
8.840000000000000568e+01 0.000000000000000000e+00 5.706000000000000227e+01
1.105000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.105000000000000000e+02 0.000000000000000000e+00 3.055999999999999872e+01
1.105000000000000000e+02 0.000000000000000000e+00 5.706000000000000227e+01
1.326000000000000227e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.326000000000000227e+02 0.000000000000000000e+00 3.055999999999999872e+01
1.326000000000000227e+02 0.000000000000000000e+00 5.706000000000000227e+01
1.547000000000000171e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.547000000000000171e+02 0.000000000000000000e+00 3.055999999999999872e+01
1.547000000000000171e+02 0.000000000000000000e+00 5.706000000000000227e+01
0.000000000000000000e+00 4.420000000000000284e+01 0.000000000000000000e+00
0.000000000000000000e+00 4.420000000000000284e+01 3.055999999999999872e+01
0.000000000000000000e+00 4.420000000000000284e+01 5.706000000000000227e+01
2.210000000000000142e+01 4.420000000000000284e+01 0.000000000000000000e+00
2.210000000000000142e+01 4.420000000000000284e+01 3.055999999999999872e+01
2.210000000000000142e+01 4.420000000000000284e+01 5.706000000000000227e+01
4.420000000000000284e+01 4.420000000000000284e+01 0.000000000000000000e+00
0.000000000000000000e+00 8.840000000000000568e+01 0.000000000000000000e+00
0.000000000000000000e+00 8.840000000000000568e+01 3.055999999999999872e+01
0.000000000000000000e+00 8.840000000000000568e+01 5.706000000000000227e+01
0.000000000000000000e+00 1.326000000000000227e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.105000000000000000e+02 3.956000000000000227e+01
0.000000000000000000e+00 1.105000000000000000e+02 5.706000000000000227e+01
