1098.3,2171.6,1208.7,1183.4
1713.7,22.258,1841.7,822.7
-137.11,-312.72,2516.7,-383.35
210.41,237.03,745.6,266.15
-577.63,597.89,-1237.6,42.98
1025.6,868.79,3117.8,921.1
1783.7,1888.1,-93.266,1106.1
615.12,277.84,396.64,358.16
-1.0498,1.0704,1.2126,-0.32033
1.6038,2.4057,1.9667,1.9364
-0.13513,-0.35343,-0.17983,-0.586
