2180.5,2347.9
2550.3,2586.7
-382.77,2908.3
199.42,755.96
-727.7,-1697.8
2188.5,4065.6
2595,-699.2
612.69,415.56
-1.2779,2.4158
3.3666,2.695
-0.63815,-1.3805
