975.64,2149.1,705.83,1192.6
1924.9,0.85502,1293.8,896.12
212.31,34.002,2616.5,-123.72
183.81,205.87,830.23,239.43
-980.37,242.43,-1108.8,-183.36
969.23,676.16,2866,835.18
1773.5,2061.2,-106.6,1197.3
691.99,349.96,407.71,409.41
-1.2619,1.0012,1.0977,-0.3421
1.9429,2.4047,1.5427,2.084
-0.17588,-0.0022642,0.077544,-0.51708
