2.296416003289026425e-02,7.678378687647922918e-02,-7.358908259292795510e-03
6.573840105028115610e-02,2.298715172959309994e-01,-4.431256831952390396e-02
6.584400989863060938e-02,2.304595515437098951e-01,-4.450341590308598549e-02
6.587109031731806785e-02,2.306523604187150356e-01,-4.453822514830472340e-02
6.590609035898681300e-02,2.306940951168545417e-01,-4.456991797818706663e-02
6.590733057392245131e-02,2.306931332991548345e-01,-4.457579194780034865e-02
6.596188983290779406e-02,2.308267743135835326e-01,-4.465876709997052690e-02
6.598558780850723171e-02,2.308945467593977730e-01,-4.467714675543819208e-02
6.599905784084206251e-02,2.309140453048206809e-01,-4.468228119579739643e-02
6.605542993782292926e-02,2.309641604378400714e-01,-4.458020589236596359e-02
6.613815853768677255e-02,2.311470682570207213e-01,-4.458252107838322348e-02
6.612378809789608292e-02,2.311665881653683086e-01,-4.454972836619624371e-02
6.611384933287761667e-02,2.311551810201377677e-01,-4.456237583680475178e-02
6.607341445018061199e-02,2.310899893519616499e-01,-4.456555949762771446e-02
6.603904673214756882e-02,2.310768558053749866e-01,-4.464387137112741516e-02
6.601991417914211679e-02,2.310608376516707918e-01,-4.467160544932002181e-02
6.602169688116571455e-02,2.310414957130623170e-01,-4.468018324841104005e-02
6.606870452602339738e-02,2.311130886279279262e-01,-4.472392717997908385e-02
6.610004405005807937e-02,2.310065927827742449e-01,-4.474501475757684810e-02
6.615871970663211865e-02,2.310850177699161068e-01,-4.481715171228410621e-02
6.616336593623653450e-02,2.310429181752478578e-01,-4.483700913921427611e-02
6.616111390708076523e-02,2.310258143336779146e-01,-4.485860965235589221e-02
6.610102656027630474e-02,2.309762705251138526e-01,-4.487008431520409651e-02
6.606271211700490142e-02,2.309955271388762776e-01,-4.487735992608352098e-02
6.600409518726944869e-02,2.308662794984927547e-01,-4.487185700848484587e-02
6.601569819913448434e-02,2.309807347066810401e-01,-4.496119680736412882e-02
6.598928450333088613e-02,2.309231725823552572e-01,-4.492033522233101345e-02
6.598418985296070072e-02,2.309161462386425667e-01,-4.491108228360097404e-02
6.596498778726465895e-02,2.308639443290274318e-01,-4.487238229606849843e-02
6.595974739307179646e-02,2.308343636922182973e-01,-4.477662472757064360e-02
6.581411134406515984e-02,2.305328145957011021e-01,-4.459958389110196819e-02
6.567795336010015528e-02,2.305090232078023937e-01,-4.456293123847827886e-02
6.582481942702063382e-02,2.151338923735110764e-01,-4.539218738964635735e-02
6.283875693527909978e-02,2.068571228440610477e-01,-4.188898960220657774e-02
6.308711136004861719e-02,2.063138524157103193e-01,-4.162875141579697874e-02
6.363677180691960922e-02,2.064395122795492643e-01,-3.966292085032047110e-02
6.469481818049822863e-02,2.032222058318793878e-01,-3.675345251470428509e-02
6.944336723951044510e-02,1.977873042656438374e-01,-2.496457869267078647e-02
7.307589635001404682e-02,1.961472226414525122e-01,-1.981586223354522835e-02
8.317466808513127030e-02,1.884745341247212325e-01,-1.131662333183828043e-02
8.704903924400610171e-02,1.790810609032780498e-01,-3.552383279959239488e-03
9.008213820630520119e-02,1.686498603385882256e-01,1.554680993686203324e-03
9.502288288378230030e-02,1.573498406570243979e-01,1.318320121380891531e-02
1.023995716136812534e-01,1.529293371361491183e-01,1.913079142425071558e-02
1.043990716647718031e-01,1.470468400345618099e-01,2.563566995422674258e-02
1.056636236952280539e-01,1.439696545074623246e-01,2.962146434568844675e-02
1.064846039795304816e-01,1.375916489339662208e-01,3.384283553181439974e-02
1.072266517774619343e-01,1.348275179209386387e-01,3.804772635882538306e-02
1.083185004378932476e-01,1.344907475271381325e-01,4.124950628599083347e-02
1.103448349148527796e-01,1.337064281258991405e-01,4.553980127563894004e-02
1.108587025870331061e-01,1.318159205630941300e-01,4.792965679345014690e-02
1.103896106915020492e-01,1.308423726087896977e-01,5.033407582253746071e-02
1.100299995976572603e-01,1.302176458729411013e-01,5.163149162855303759e-02
1.096073303718083369e-01,1.297059477681017370e-01,5.253395374969552223e-02
1.088882039921042211e-01,1.290613268048948215e-01,5.361750792128391896e-02
1.085941471117150559e-01,1.288074476531644585e-01,5.471176299538502152e-02
1.084836221153522851e-01,1.289249116027377517e-01,5.496170636887228594e-02
1.084884271457748350e-01,1.289298229733300549e-01,5.502369495199793681e-02
1.086360540426833943e-01,1.290648323632608285e-01,5.513762899405152268e-02
1.087748176406747591e-01,1.292066817376792964e-01,5.515058087825588234e-02
1.088145568951736364e-01,1.292602194405859939e-01,5.513090623933646767e-02
1.089264265175280827e-01,1.293638282110461946e-01,5.517381183211406137e-02
1.089846328259383712e-01,1.293510800621612833e-01,5.517775656714157817e-02
1.091164634487655216e-01,1.292776268286969787e-01,5.518392401024931754e-02
1.091729749904813279e-01,1.290441167711486870e-01,5.520906340296572595e-02
1.091500340158488985e-01,1.288761021429128961e-01,5.520385029124321580e-02
1.090770921601732502e-01,1.287212205842087065e-01,5.522412750648537927e-02
1.089270717641981912e-01,1.282621236924845753e-01,5.525288858007916526e-02
1.088512705470344455e-01,1.281748751154043187e-01,5.524449032282410105e-02
1.088132477570191853e-01,1.280818212879135665e-01,5.526052257498758474e-02
1.087931473623017509e-01,1.279183871999082234e-01,5.524626908935687669e-02
1.087856521031528995e-01,1.278274292376909427e-01,5.526013232929646857e-02
1.087852426892434582e-01,1.277776955559672134e-01,5.524947438228623026e-02
1.087180237237116431e-01,1.275855151201342463e-01,5.525294279179902845e-02
1.086603045550453006e-01,1.274606056225741357e-01,5.526923445883024505e-02
1.086390720019970030e-01,1.274282119135534130e-01,5.527153676147877198e-02
1.086369242932889723e-01,1.274258163150669421e-01,5.527207717037461304e-02
1.086114817855415166e-01,1.274410551175478301e-01,5.527485254664090547e-02
1.086247841660101243e-01,1.274560513019626640e-01,5.526620003772138995e-02
1.086260845203929765e-01,1.274535832195684559e-01,5.528076618214135957e-02
1.086177137119965497e-01,1.274374430219911147e-01,5.528120985507482821e-02
1.086084462858449839e-01,1.273014707689668623e-01,5.527733191359519849e-02
1.085999123663420884e-01,1.272698019935387115e-01,5.527398433898846053e-02
1.086028085240583613e-01,1.272583740872575420e-01,5.527508371293655270e-02
1.085856854439335856e-01,1.272231021233126147e-01,5.526166454613832407e-02
1.085850347017249667e-01,1.271758253049516674e-01,5.525687674274466776e-02
1.085064132741651727e-01,1.270209757017163321e-01,5.523043023927322326e-02
1.084727434289918524e-01,1.268328124000040746e-01,5.523063613000143285e-02
1.083767568596820108e-01,1.264072858277334177e-01,5.519863110211328111e-02
1.082391312446134291e-01,1.260034382774904982e-01,5.515935517294687229e-02
1.082407406496081886e-01,1.256399896372711877e-01,5.503434766861123317e-02
1.080155080532699402e-01,1.249247308185340299e-01,5.491199664967724020e-02
1.078572905532752257e-01,1.239542659746603187e-01,5.482330837174317212e-02
1.076026637422261151e-01,1.229609104905112771e-01,5.472389250261523036e-02
1.075317233973134279e-01,1.207069943961404102e-01,5.463787357936840394e-02
1.076975029277777163e-01,1.175254010291566231e-01,5.447672408567545699e-02
1.073788394605857677e-01,1.131940014663783134e-01,5.432635549973698769e-02
1.065311194380170745e-01,1.066255176635676066e-01,5.414953073444905840e-02
1.045415584411105853e-01,1.008444695762832910e-01,5.319258513629120111e-02
1.019724152098668013e-01,9.423311407795116612e-02,5.246546486459849334e-02
9.755187266948077418e-02,8.466377651830736539e-02,5.187216013518634178e-02
9.301383383123075499e-02,7.675276898847332996e-02,5.141530264280343154e-02
8.700067086467809518e-02,6.639502813212075361e-02,5.076541754738956441e-02
7.995553401796197390e-02,5.725115360796456665e-02,4.988946341368587917e-02
7.251372043026488301e-02,4.889488946022352983e-02,4.909728906717679420e-02
6.381306703980534067e-02,4.165779449597163675e-02,4.827436232542773459e-02
5.484976161811980916e-02,3.531980717959639499e-02,4.770424539806206177e-02
5.153812877458559955e-02,3.341216737332656367e-02,4.751333708910460835e-02
4.313126923428666631e-02,2.946195719456209602e-02,4.684912866643604901e-02
3.651659842844182796e-02,2.763613506663538388e-02,4.657214377166998126e-02
2.744917452000284266e-02,2.433994529223680245e-02,4.750264337855782115e-02
2.326513771351920029e-02,2.424530446173504827e-02,4.877357215751491892e-02
2.073529937344039537e-02,2.399431706102579318e-02,5.028139889620612119e-02
2.058706790948923449e-02,2.430397327798563753e-02,5.136473096944650651e-02
2.060705698192208044e-02,2.428736630590175999e-02,5.182829045987800282e-02
2.075521812788876791e-02,2.440789608365687494e-02,5.209793348496219445e-02
2.149722210428288427e-02,2.368356228075398084e-02,5.221843517220860903e-02
2.270093693899523368e-02,2.312335290860294268e-02,5.229882501336587108e-02
2.439797066280624538e-02,2.311132833983154181e-02,5.248322511476921637e-02
2.543056739323777682e-02,2.342044289320896477e-02,5.269065128256806424e-02
2.777076789665364198e-02,2.308934991463958489e-02,5.277368031233895668e-02
2.958941318430725539e-02,2.291383007225880272e-02,5.294118688391456773e-02
3.187654124866447919e-02,2.265860389571024494e-02,5.320265730806415794e-02
3.391127203776367338e-02,2.280887348668558107e-02,5.356297174669937683e-02
3.633498498862940129e-02,2.338202824849591743e-02,5.384543099332364524e-02
3.880431265515237038e-02,2.286535002135218694e-02,5.405301960192923638e-02
4.145200968907142292e-02,2.410804166014113292e-02,5.438941412634847039e-02
4.292226766103373475e-02,2.374055013691857632e-02,5.438927444565427177e-02
4.556611170272686917e-02,2.465427141812103623e-02,5.468893432781120334e-02
4.719915311675335068e-02,2.405282621627641282e-02,5.463543942763481043e-02
4.965142076488786305e-02,2.335390506414789999e-02,5.478026662854582757e-02
5.169388371961229633e-02,2.165721563140381861e-02,5.481723120546156541e-02
5.381777766147306102e-02,2.118259554782076989e-02,5.496684805781679867e-02
5.643874486821573444e-02,2.114101122397261598e-02,5.525248667902996069e-02
5.930852934527270498e-02,2.035526588258785088e-02,5.544216702941837799e-02
6.158499172472742256e-02,2.020133630067061717e-02,5.564612227100077663e-02
6.435433014104170735e-02,1.990320503684619644e-02,5.584472804656410994e-02
6.683779716406967886e-02,1.923245129471340062e-02,5.590462302369084840e-02
6.852874380175882907e-02,1.878599192250716976e-02,5.600274134229456247e-02
7.053860859698586616e-02,1.849250112684609412e-02,5.623389732811583802e-02
7.341244367706334373e-02,1.809930301284093379e-02,5.631174930728257561e-02
7.611976222529734382e-02,1.829515828851911718e-02,5.648408528498966713e-02
7.807104352452401419e-02,1.805030067362522680e-02,5.632808161253410190e-02
8.094160946774983656e-02,1.877515026327756381e-02,5.607391127449695700e-02
8.369898480720600054e-02,1.900390078365808005e-02,5.557142027037761250e-02
8.628319770437822833e-02,1.916947692738488543e-02,5.521676081969695976e-02
8.764967237324301774e-02,1.968355052910351552e-02,5.486881324624019729e-02
8.875339862959472081e-02,2.041727286022393742e-02,5.429783803900828376e-02
9.021041826473505387e-02,2.210559421310915804e-02,5.377607494950091549e-02
9.323264753958934725e-02,2.361259262702972844e-02,5.304496956783585210e-02
9.506683336015100960e-02,2.535417349803087764e-02,5.243397038009738748e-02
9.676115960328905696e-02,2.665968278309128331e-02,5.183103839748572778e-02
9.768326879032261656e-02,2.790057416722805869e-02,5.143902827071700212e-02
9.962667950406037254e-02,3.133717332764437979e-02,5.034182036730808912e-02
1.014145848379374437e-01,3.316921148763676830e-02,4.943114164859940124e-02
1.031411161303902174e-01,3.589261122704349993e-02,4.830493147431886430e-02
1.044770173493651810e-01,3.851361458469824278e-02,4.762446702624894418e-02
1.057057079849984260e-01,4.090468762606837977e-02,4.673713926332070945e-02
